Destination,First 65.144.210.X Address,First 65.144.210.X Latency,# Hops Up To 65.144.210.X,Latencies Up To 65.144.210.X, [ DIVIDER ] ,Hop 1 Address,Hop 1 Histogram Occurrences,Hop 1 Latency,Hop 2 Address,Hop 2 Histogram Occurrences,Hop 2 Latency,Hop 3 Address,Hop 3 Histogram Occurrences,Hop 3 Latency,Hop 4 Address,Hop 4 Histogram Occurrences,Hop 4 Latency,Hop 5 Address,Hop 5 Histogram Occurrences,Hop 5 Latency,Hop 6 Address,Hop 6 Histogram Occurrences,Hop 6 Latency,Hop 7 Address,Hop 7 Histogram Occurrences,Hop 7 Latency,Hop 8 Address,Hop 8 Histogram Occurrences,Hop 8 Latency,Hop 9 Address,Hop 9 Histogram Occurrences,Hop 9 Latency,Hop 10 Address,Hop 10 Histogram Occurrences,Hop 10 Latency,Hop 11 Address,Hop 11 Histogram Occurrences,Hop 11 Latency,Hop 12 Address,Hop 12 Histogram Occurrences,Hop 12 Latency,Hop 13 Address,Hop 13 Histogram Occurrences,Hop 13 Latency,Hop 14 Address,Hop 14 Histogram Occurrences,Hop 14 Latency,Hop 15 Address,Hop 15 Histogram Occurrences,Hop 15 Latency,Hop 16 Address,Hop 16 Histogram Occurrences,Hop 16 Latency,Hop 17 Address,Hop 17 Histogram Occurrences,Hop 17 Latency,Hop 18 Address,Hop 18 Histogram Occurrences,Hop 18 Latency,Hop 19 Address,Hop 19 Histogram Occurrences,Hop 19 Latency,Hop 20 Address,Hop 20 Histogram Occurrences,Hop 20 Latency,Hop 21 Address,Hop 21 Histogram Occurrences,Hop 21 Latency,Hop 22 Address,Hop 22 Histogram Occurrences,Hop 22 Latency,Hop 23 Address,Hop 23 Histogram Occurrences,Hop 23 Latency,Hop 24 Address,Hop 24 Histogram Occurrences,Hop 24 Latency,Hop 25 Address,Hop 25 Histogram Occurrences,Hop 25 Latency,Hop 26 Address,Hop 26 Histogram Occurrences,Hop 26 Latency,Hop 27 Address,Hop 27 Histogram Occurrences,Hop 27 Latency,Hop 28 Address,Hop 28 Histogram Occurrences,Hop 28 Latency,Hop 29 Address,Hop 29 Histogram Occurrences,Hop 29 Latency,Hop 30 Address,Hop 30 Histogram Occurrences,Hop 30 Latency,
facebook.com,cls2-edge-05.inet.qwest.net (65.144.210.121),7.550666666666667,2,4.892333333333334,|,100.64.0.1 (100.64.0.1),999,4.892333333333334,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,7.550666666666667,,
youtube.com,cls2-edge-05.inet.qwest.net (65.144.210.121),13.71,2,4.337666666666666,|,100.64.0.1 (100.64.0.1),999,4.337666666666666,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,13.71,,
google.com,cls2-edge-05.inet.qwest.net (65.144.210.121),7.264333333333333,2,4.014333333333333,|,100.64.0.1 (100.64.0.1),999,4.014333333333333,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,7.264333333333333,,
twitter.com,cls2-edge-05.inet.qwest.net (65.144.210.121),7.673666666666667,2,4.128,|,100.64.0.1 (100.64.0.1),999,4.128,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,7.673666666666667,,
wordpress.com,cls2-edge-05.inet.qwest.net (65.144.210.121),8.446,2,4.012333333333333,|,100.64.0.1 (100.64.0.1),999,4.012333333333333,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,8.446,,
gmail.com,cls2-edge-05.inet.qwest.net (65.144.210.121),11.670666666666667,2,14.584000000000001,|,100.64.0.1 (100.64.0.1),999,14.584000000000001,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,11.670666666666667,,
tripadvisor.com,cls2-edge-05.inet.qwest.net (65.144.210.121),12.609333333333334,2,3.7159999999999997,|,100.64.0.1 (100.64.0.1),999,3.7159999999999997,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,12.609333333333334,,
yahoo.com,cls2-edge-05.inet.qwest.net (65.144.210.121),5.43,2,3.9749999999999996,|,100.64.0.1 (100.64.0.1),999,3.9749999999999996,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,5.43,,
apple.com,cls2-edge-05.inet.qwest.net (65.144.210.121),4.222666666666666,2,4.063666666666666,|,100.64.0.1 (100.64.0.1),999,4.063666666666666,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,4.222666666666666,,
glassdoor.com,cls2-edge-05.inet.qwest.net (65.144.210.121),7.472000000000001,2,3.927666666666667,|,100.64.0.1 (100.64.0.1),999,3.927666666666667,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,7.472000000000001,,
