Destination,First 192/206.X Address,First 192/206.X Latency,# Hops Up To 192/206.X,Latencies Up To 192/206.X, [ DIVIDER ] ,Hop 1 Address,Hop 1 Histogram Occurrences,Hop 1 Latency,Hop 2 Address,Hop 2 Histogram Occurrences,Hop 2 Latency,Hop 3 Address,Hop 3 Histogram Occurrences,Hop 3 Latency,Hop 4 Address,Hop 4 Histogram Occurrences,Hop 4 Latency,Hop 5 Address,Hop 5 Histogram Occurrences,Hop 5 Latency,Hop 6 Address,Hop 6 Histogram Occurrences,Hop 6 Latency,Hop 7 Address,Hop 7 Histogram Occurrences,Hop 7 Latency,Hop 8 Address,Hop 8 Histogram Occurrences,Hop 8 Latency,Hop 9 Address,Hop 9 Histogram Occurrences,Hop 9 Latency,Hop 10 Address,Hop 10 Histogram Occurrences,Hop 10 Latency,Hop 11 Address,Hop 11 Histogram Occurrences,Hop 11 Latency,Hop 12 Address,Hop 12 Histogram Occurrences,Hop 12 Latency,Hop 13 Address,Hop 13 Histogram Occurrences,Hop 13 Latency,Hop 14 Address,Hop 14 Histogram Occurrences,Hop 14 Latency,Hop 15 Address,Hop 15 Histogram Occurrences,Hop 15 Latency,Hop 16 Address,Hop 16 Histogram Occurrences,Hop 16 Latency,Hop 17 Address,Hop 17 Histogram Occurrences,Hop 17 Latency,Hop 18 Address,Hop 18 Histogram Occurrences,Hop 18 Latency,Hop 19 Address,Hop 19 Histogram Occurrences,Hop 19 Latency,Hop 20 Address,Hop 20 Histogram Occurrences,Hop 20 Latency,Hop 21 Address,Hop 21 Histogram Occurrences,Hop 21 Latency,Hop 22 Address,Hop 22 Histogram Occurrences,Hop 22 Latency,Hop 23 Address,Hop 23 Histogram Occurrences,Hop 23 Latency,Hop 24 Address,Hop 24 Histogram Occurrences,Hop 24 Latency,Hop 25 Address,Hop 25 Histogram Occurrences,Hop 25 Latency,Hop 26 Address,Hop 26 Histogram Occurrences,Hop 26 Latency,Hop 27 Address,Hop 27 Histogram Occurrences,Hop 27 Latency,Hop 28 Address,Hop 28 Histogram Occurrences,Hop 28 Latency,Hop 29 Address,Hop 29 Histogram Occurrences,Hop 29 Latency,Hop 30 Address,Hop 30 Histogram Occurrences,Hop 30 Latency,
facebook.com,206.53.175.50 (206.53.175.50),6.942,4,15.79133333333333,|,128.198.96.3 (128.198.96.3),60,4.61,epcpa0-cohpa0-server-zone-floating (128.198.253.174),100,4.694333333333333,uccs-link-at-frgp (128.198.254.2),100,6.486999999999999,206.53.175.50 (206.53.175.50),10,6.942,,
youtube.com,core-910-ptr.frgp.net (192.43.217.170),7.137333333333333,4,15.831666666666667,|,128.198.96.2 (128.198.96.2),40,4.788,epcpa0-cohpa0-server-zone-floating (128.198.253.174),100,4.654,uccs-link-at-frgp (128.198.254.2),100,6.389666666666667,core-910-ptr.frgp.net (192.43.217.170),60,7.137333333333333,,
google.com,core-910-ptr.frgp.net (192.43.217.170),6.658333333333334,4,15.710666666666668,|,128.198.96.2 (128.198.96.2),40,4.4093333333333335,epcpa0-cohpa0-server-zone-floating (128.198.253.174),100,5.26,uccs-link-at-frgp (128.198.254.2),100,6.041333333333333,core-910-ptr.frgp.net (192.43.217.170),60,6.658333333333334,,
twitter.com,core-910-ptr.frgp.net (192.43.217.170),6.698,4,17.066,|,128.198.96.3 (128.198.96.3),60,4.701333333333333,epcpa0-cohpa0-server-zone-floating (128.198.253.174),100,4.86,uccs-link-at-frgp (128.198.254.2),100,7.504666666666666,core-910-ptr.frgp.net (192.43.217.170),60,6.698,,
wordpress.com,core-910-ptr.frgp.net (192.43.217.170),6.657,4,18.08833333333333,|,128.198.96.3 (128.198.96.3),60,4.683,epcpa0-cohpa0-server-zone-floating (128.198.253.174),100,5.094666666666666,uccs-link-at-frgp (128.198.254.2),100,8.310666666666666,core-910-ptr.frgp.net (192.43.217.170),60,6.657,,
gmail.com,core-910-ptr.frgp.net (192.43.217.170),6.194333333333333,4,16.808,|,128.198.96.3 (128.198.96.3),60,5.275666666666667,epcpa0-cohpa0-server-zone-floating (128.198.253.174),100,4.442,uccs-link-at-frgp (128.198.254.2),100,7.090333333333334,core-910-ptr.frgp.net (192.43.217.170),60,6.194333333333333,,
tripadvisor.com,core-1850-ptr.frgp.net (192.43.217.194),17.56866666666667,4,17.97533333333333,|,128.198.96.3 (128.198.96.3),60,4.735333333333333,epcpa0-cohpa0-server-zone-floating (128.198.253.174),100,4.610666666666666,uccs-link-at-frgp (128.198.254.2),100,8.629333333333333,core-1850-ptr.frgp.net (192.43.217.194),10,17.56866666666667,,
yahoo.com,206.53.175.18 (206.53.175.18),7.600666666666666,4,15.996000000000002,|,128.198.96.2 (128.198.96.2),40,4.550333333333334,epcpa0-cohpa0-server-zone-floating (128.198.253.174),100,4.607333333333333,uccs-link-at-frgp (128.198.254.2),100,6.838333333333334,206.53.175.18 (206.53.175.18),10,7.600666666666666,,
apple.com,core-910-ptr.frgp.net (192.43.217.170),7.346,4,15.565666666666669,|,128.198.96.2 (128.198.96.2),40,4.932666666666667,epcpa0-cohpa0-server-zone-floating (128.198.253.174),100,4.045,uccs-link-at-frgp (128.198.254.2),100,6.588,core-910-ptr.frgp.net (192.43.217.170),60,7.346,,
glassdoor.com,206.53.175.20 (206.53.175.20),8.904666666666667,4,14.863,|,128.198.96.3 (128.198.96.3),60,4.521666666666667,epcpa0-cohpa0-server-zone-floating (128.198.253.174),100,4.504666666666666,uccs-link-at-frgp (128.198.254.2),100,5.836666666666666,206.53.175.20 (206.53.175.20),10,8.904666666666667,,
