Destination URL,Sample Time Duration (s),Latency Sum (s),Number of Hops,Address 1,Latency (s),Address 2,Latency (s),Address 3,Latency (s),Address 4,Latency (s),Address 5,Latency (s),Address 6,Latency (s),Address 7,Latency (s),Address 8,Latency (s),Address 9,Latency (s),Address 10,Latency (s),Address 11,Latency (s),Address 12,Latency (s),Address 13,Latency (s),Address 14,Latency (s),Address 15,Latency (s),Address 16,Latency (s),Address 17,Latency (s),Address 18,Latency (s),Address 19,Latency (s),Address 20,Latency (s),Address 21,Latency (s),Address 22,Latency (s),Address 23,Latency (s),Address 24,Latency (s),Address 25,Latency (s),Address 26,Latency (s),Address 27,Latency (s),Address 28,Latency (s),Address 29,Latency (s),Address 30,Latency (s)
gmail.com,41.88159013,96.33333333,9,192.168.165.35 (192.168.165.35),3.333333333,128.198.192.3 (128.198.192.3),8.666666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),13.33333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),13,core-910-ptr.frgp.net (192.43.217.170),10.33333333,72.14.194.239 (72.14.194.239),13,108.170.252.209 (108.170.252.209),13,142.251.61.183 (142.251.61.183),9.333333333,den08s05-in-f5.1e100.net (142.250.69.229),12.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tripadvisor.com,20.91113567,184.3333333,7,192.168.165.35 (192.168.165.35),3,128.198.192.2 (128.198.192.2),8.666666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),10.66666667,uccs-link-at-frgp.uccs.edu (128.198.254.2),12.33333333,core-910-ptr.frgp.net (192.43.217.170),11.66666667,den-b1-link.ip.twelve99.net (62.115.63.78),9.666666667,192.229.182.112 (192.229.182.112),128.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yahoo.com,73.51693058,449.6666667,13,192.168.165.35 (192.168.165.35),5.666666667,128.198.192.3 (128.198.192.3),10.66666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),10.33333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),18.33333333,206.53.175.18 (206.53.175.18),13.66666667,ae-3.pat1.che.yahoo.com (209.191.64.70),36,ae-0.pat1.bfy.yahoo.com (209.191.64.59),46.66666667,et-17-0-0.pat1.bfz.yahoo.com (209.191.64.167),61.33333333,et-0-0-0.msr1.bf1.yahoo.com (74.6.227.129),45.33333333,et-0-1-0.clr1-a-gdc.bf2.yahoo.com (74.6.122.21),48.33333333,lo0.fab1-1-gdc.bf2.yahoo.com (74.6.123.244),45,usw1-1-lbb.bf2.yahoo.com (74.6.98.138),62,media-router-fp73.prod.media.vip.bf1.yahoo.com (74.6.143.25),46.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple.com,15.50343108,64.66666667,7,192.168.165.35 (192.168.165.35),3.666666667,128.198.192.2 (128.198.192.2),9.666666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),8.333333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),11.33333333,core-910-ptr.frgp.net (192.43.217.170),11.33333333,206.51.46.20.any2ix.coresite.com (206.51.46.20),9.666666667,apple.com.hn (17.253.144.10),10.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glassdoor.com,33.46904111,166,6,192.168.165.35 (192.168.165.35),2,128.198.192.3 (128.198.192.3),16,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),7.666666667,uccs-link-at-frgp.uccs.edu (128.198.254.2),15.66666667,206.53.175.20 (206.53.175.20),18.33333333,104.17.91.51 (104.17.91.51),106.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook.com,34.56427264,124,8,192.168.165.35 (192.168.165.35),3.666666667,128.198.192.3 (128.198.192.3),9,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),8.333333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),12.66666667,206.53.175.50 (206.53.175.50),10.66666667,po102.psw01.den4.tfbnw.net (157.240.46.155),27.66666667,173.252.67.3 (173.252.67.3),30.66666667,edge-star-mini-shv-01-den4.facebook.com (157.240.28.35),21.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
youtube.com,40.39976692,124.3333333,9,192.168.165.35 (192.168.165.35),2.333333333,128.198.192.2 (128.198.192.2),7.666666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),17.66666667,uccs-link-at-frgp.uccs.edu (128.198.254.2),16,core-910-ptr.frgp.net (192.43.217.170),12.33333333,72.14.194.239 (72.14.194.239),11,108.170.254.65 (108.170.254.65),10,172.253.75.177 (172.253.75.177),35,den16s08-in-f14.1e100.net (142.250.72.46),12.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google.com,40.73058248,100,9,192.168.165.35 (192.168.165.35),2.333333333,128.198.192.2 (128.198.192.2),12.33333333,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),9.333333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),10,core-910-ptr.frgp.net (192.43.217.170),10.66666667,72.14.194.239 (72.14.194.239),13,108.170.254.81 (108.170.254.81),12.33333333,142.251.51.155 (142.251.51.155),19.66666667,den16s09-in-f14.1e100.net (142.250.72.78),10.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twitter.com,34.91400576,179.3333333,10,192.168.165.35 (192.168.165.35),3.666666667,128.198.192.3 (128.198.192.3),10,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),10.33333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),15.66666667,core-910-ptr.frgp.net (192.43.217.170),13.33333333,den-b1-link.ip.twelve99.net (62.115.63.78),11,sjo-b23-link.ip.twelve99.net (213.155.133.171),35.66666667,twitter-ic322868-sjo-b21.ip.twelve99-cust.net (62.115.49.193),39.66666667,104.244.42.129 (104.244.42.129),40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wordpress.com,19.89438915,68.33333333,7,192.168.165.35 (192.168.165.35),2,128.198.192.3 (128.198.192.3),8.333333333,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),11.33333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),12.33333333,core-910-ptr.frgp.net (192.43.217.170),12.66666667,206.51.46.81.any2ix.coresite.com (206.51.46.81),10.33333333,192.0.78.17 (192.0.78.17),11.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gmail.com,40.60788631,99,9,192.168.165.35 (192.168.165.35),2.333333333,128.198.192.3 (128.198.192.3),13,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),9.333333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),10.33333333,core-910-ptr.frgp.net (192.43.217.170),13.66666667,72.14.194.239 (72.14.194.239),15,108.170.252.209 (108.170.252.209),12.33333333,142.251.61.183 (142.251.61.183),12,den08s05-in-f5.1e100.net (142.250.69.229),11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tripadvisor.com,20.36660218,214.3333333,7,192.168.165.35 (192.168.165.35),2.333333333,128.198.192.2 (128.198.192.2),9,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),10.33333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),37.66666667,core-910-ptr.frgp.net (192.43.217.170),12,den-b1-link.ip.twelve99.net (62.115.63.78),17,192.229.182.112 (192.229.182.112),126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yahoo.com,41.99775171,485,13,192.168.165.35 (192.168.165.35),2.333333333,128.198.192.3 (128.198.192.3),20.66666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),15,uccs-link-at-frgp.uccs.edu (128.198.254.2),15.33333333,206.53.175.18 (206.53.175.18),13.66666667,ae-3.pat1.che.yahoo.com (209.191.64.70),66,ae-0.pat1.bfy.yahoo.com (209.191.64.59),48,et-17-0-0.pat1.bfz.yahoo.com (209.191.64.167),47.33333333,et-0-0-0.msr1.bf1.yahoo.com (74.6.227.129),52,et-0-1-0.clr1-a-gdc.bf2.yahoo.com (74.6.122.21),47.66666667,lo0.fab1-1-gdc.bf2.yahoo.com (74.6.123.244),46.66666667,usw2-1-lbb.bf2.yahoo.com (74.6.98.139),45.33333333,media-router-fp73.prod.media.vip.bf1.yahoo.com (74.6.143.25),65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple.com,15.36448979,65,7,192.168.165.35 (192.168.165.35),2.666666667,128.198.192.2 (128.198.192.2),9.333333333,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),9.333333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),10.33333333,core-910-ptr.frgp.net (192.43.217.170),10.66666667,206.51.46.20.any2ix.coresite.com (206.51.46.20),12,apple.com.hn (17.253.144.10),10.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glassdoor.com,32.53287125,87,6,192.168.165.35 (192.168.165.35),3.333333333,128.198.192.3 (128.198.192.3),10,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),10.33333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),25.33333333,206.53.175.20 (206.53.175.20),27,104.17.90.51 (104.17.90.51),11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook.com,35.29730153,100,8,192.168.165.35 (192.168.165.35),4,128.198.192.3 (128.198.192.3),17,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),17.66666667,uccs-link-at-frgp.uccs.edu (128.198.254.2),12.33333333,206.53.175.50 (206.53.175.50),16.66666667,po102.psw01.den4.tfbnw.net (157.240.46.155),10.66666667,173.252.67.3 (173.252.67.3),10.33333333,edge-star-mini-shv-01-den4.facebook.com (157.240.28.35),11.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
youtube.com,40.86899567,105.6666667,9,192.168.165.35 (192.168.165.35),2.333333333,128.198.192.2 (128.198.192.2),10.66666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),16.33333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),13,core-910-ptr.frgp.net (192.43.217.170),16,72.14.194.239 (72.14.194.239),13,108.170.254.65 (108.170.254.65),10.66666667,172.253.75.177 (172.253.75.177),10.66666667,den16s08-in-f14.1e100.net (142.250.72.46),13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google.com,41.01483727,102,9,192.168.165.35 (192.168.165.35),2,128.198.192.2 (128.198.192.2),23.33333333,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),8,uccs-link-at-frgp.uccs.edu (128.198.254.2),10.66666667,core-910-ptr.frgp.net (192.43.217.170),10,72.14.194.239 (72.14.194.239),14.33333333,108.170.254.81 (108.170.254.81),10.66666667,142.251.51.155 (142.251.51.155),11.33333333,den16s09-in-f14.1e100.net (142.250.72.78),11.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twitter.com,44.78536391,210.6666667,10,192.168.165.35 (192.168.165.35),4.666666667,128.198.192.3 (128.198.192.3),8.333333333,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),13.66666667,uccs-link-at-frgp.uccs.edu (128.198.254.2),12,core-910-ptr.frgp.net (192.43.217.170),13,den-b1-link.ip.twelve99.net (62.115.63.78),12,sjo-b23-link.ip.twelve99.net (213.155.133.171),35.66666667,twitter-ic322868-sjo-b21.ip.twelve99-cust.net (62.115.49.193),65,104.244.42.129 (104.244.42.129),46.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wordpress.com,19.94366288,63.66666667,7,192.168.165.35 (192.168.165.35),2.666666667,128.198.192.3 (128.198.192.3),8.666666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),9.333333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),12.33333333,core-910-ptr.frgp.net (192.43.217.170),11,206.51.46.81.any2ix.coresite.com (206.51.46.81),9.666666667,192.0.78.17 (192.0.78.17),10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gmail.com,40.63622069,92.66666667,9,192.168.165.35 (192.168.165.35),3.666666667,128.198.192.3 (128.198.192.3),7,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),10.66666667,uccs-link-at-frgp.uccs.edu (128.198.254.2),15,core-910-ptr.frgp.net (192.43.217.170),11,72.14.194.239 (72.14.194.239),12.66666667,108.170.252.209 (108.170.252.209),11.66666667,142.251.61.183 (142.251.61.183),9,den08s05-in-f5.1e100.net (142.250.69.229),12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tripadvisor.com,25.65057015,92.66666667,8,192.168.165.35 (192.168.165.35),2.666666667,128.198.192.2 (128.198.192.2),10.66666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),11.33333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),11,core-910-ptr.frgp.net (192.43.217.170),14.66666667,206.51.46.55.any2ix.coresite.com (206.51.46.55),12,ae-66.core1.dna.edgecastcdn.net (152.199.97.129),12.33333333,192.229.162.112 (192.229.162.112),18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yahoo.com,73.77250886,595.3333333,13,192.168.165.35 (192.168.165.35),2.666666667,128.198.192.3 (128.198.192.3),17,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),14.66666667,uccs-link-at-frgp.uccs.edu (128.198.254.2),11,206.53.175.18 (206.53.175.18),18.33333333,ae-3.pat1.che.yahoo.com (209.191.64.70),42.33333333,ae-0.pat1.bfy.yahoo.com (209.191.64.59),45,et-17-0-0.pat1.bfz.yahoo.com (209.191.64.167),54.33333333,et-0-0-0.msr1.bf1.yahoo.com (74.6.227.129),50,et-0-1-0.clr1-a-gdc.bf2.yahoo.com (74.6.122.21),163.3333333,lo0.fab1-1-gdc.bf2.yahoo.com (74.6.123.244),44,usw1-1-lbb.bf2.yahoo.com (74.6.98.138),75.66666667,media-router-fp73.prod.media.vip.bf1.yahoo.com (74.6.143.25),57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple.com,15.46286225,94,7,192.168.165.35 (192.168.165.35),4,128.198.192.2 (128.198.192.2),26.33333333,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),20,uccs-link-at-frgp.uccs.edu (128.198.254.2),11.33333333,core-910-ptr.frgp.net (192.43.217.170),10.66666667,206.51.46.20.any2ix.coresite.com (206.51.46.20),10.33333333,apple.com.sg (17.253.144.10),11.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glassdoor.com,32.83542132,55.33333333,6,192.168.165.35 (192.168.165.35),2.666666667,128.198.192.3 (128.198.192.3),11.66666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),10,uccs-link-at-frgp.uccs.edu (128.198.254.2),10,206.53.175.20 (206.53.175.20),10.66666667,104.17.90.51 (104.17.90.51),10.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook.com,35.38049555,91.33333333,8,192.168.165.35 (192.168.165.35),2.666666667,128.198.192.3 (128.198.192.3),15.66666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),9.666666667,uccs-link-at-frgp.uccs.edu (128.198.254.2),9.666666667,206.53.175.50 (206.53.175.50),16,po102.psw01.den4.tfbnw.net (157.240.46.155),10.66666667,173.252.67.3 (173.252.67.3),10.66666667,edge-star-mini-shv-01-den4.facebook.com (157.240.28.35),16.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
youtube.com,40.15389132,83.66666667,9,192.168.165.35 (192.168.165.35),3.666666667,128.198.192.2 (128.198.192.2),7,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),8.666666667,uccs-link-at-frgp.uccs.edu (128.198.254.2),11.33333333,core-910-ptr.frgp.net (192.43.217.170),11,72.14.194.239 (72.14.194.239),10.66666667,108.170.254.65 (108.170.254.65),11.33333333,172.253.75.177 (172.253.75.177),9.666666667,den16s08-in-f14.1e100.net (142.250.72.46),10.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google.com,40.94386625,90.33333333,9,192.168.165.35 (192.168.165.35),4.333333333,128.198.192.2 (128.198.192.2),9,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),7.333333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),10,core-910-ptr.frgp.net (192.43.217.170),8.333333333,72.14.194.239 (72.14.194.239),13.66666667,108.170.254.81 (108.170.254.81),14.66666667,142.251.51.155 (142.251.51.155),10.33333333,den16s09-in-f14.1e100.net (142.250.72.78),12.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twitter.com,36.31861138,196.3333333,10,192.168.165.35 (192.168.165.35),2.333333333,128.198.192.3 (128.198.192.3),10.33333333,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),12,uccs-link-at-frgp.uccs.edu (128.198.254.2),10.33333333,core-910-ptr.frgp.net (192.43.217.170),22.33333333,den-b1-link.ip.twelve99.net (62.115.63.78),10.66666667,sjo-b23-link.ip.twelve99.net (213.155.133.171),41,twitter-ic322868-sjo-b21.ip.twelve99-cust.net (62.115.49.193),40,104.244.42.129 (104.244.42.129),47.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wordpress.com,19.89064932,69.66666667,7,192.168.165.35 (192.168.165.35),2.666666667,128.198.192.3 (128.198.192.3),17.66666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),12,uccs-link-at-frgp.uccs.edu (128.198.254.2),8.333333333,core-910-ptr.frgp.net (192.43.217.170),10,206.51.46.81.any2ix.coresite.com (206.51.46.81),8.666666667,192.0.78.17 (192.0.78.17),10.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gmail.com,40.68339872,97.33333333,9,192.168.165.35 (192.168.165.35),4.333333333,128.198.192.3 (128.198.192.3),9,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),8.666666667,uccs-link-at-frgp.uccs.edu (128.198.254.2),16,core-910-ptr.frgp.net (192.43.217.170),11.33333333,72.14.194.239 (72.14.194.239),15.66666667,108.170.252.209 (108.170.252.209),13,142.251.61.183 (142.251.61.183),10.33333333,den08s05-in-f5.1e100.net (142.250.69.229),9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tripadvisor.com,20.3267653,179.6666667,7,192.168.165.35 (192.168.165.35),2.666666667,128.198.192.2 (128.198.192.2),10.33333333,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),8.333333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),10.66666667,core-910-ptr.frgp.net (192.43.217.170),13.33333333,den-b1-link.ip.twelve99.net (62.115.63.78),11,192.229.182.112 (192.229.182.112),123.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yahoo.com,36.44597077,436,13,192.168.165.35 (192.168.165.35),2.333333333,128.198.192.3 (128.198.192.3),10.33333333,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),23,uccs-link-at-frgp.uccs.edu (128.198.254.2),14.66666667,206.53.175.18 (206.53.175.18),10.33333333,ae-3.pat1.che.yahoo.com (209.191.64.70),33.33333333,ae-0.pat1.bfy.yahoo.com (209.191.64.59),54.33333333,et-17-0-0.pat1.bfz.yahoo.com (209.191.64.167),46.66666667,et-0-0-0.msr1.bf1.yahoo.com (74.6.227.129),48.66666667,et-0-1-0.clr1-a-gdc.bf2.yahoo.com (74.6.122.21),47.33333333,lo0.fab1-1-gdc.bf2.yahoo.com (74.6.123.244),46.33333333,usw1-1-lbb.bf2.yahoo.com (74.6.98.138),46,media-router-fp73.prod.media.vip.bf1.yahoo.com (74.6.143.25),52.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple.com,15.35785913,79.66666667,7,192.168.165.35 (192.168.165.35),3,128.198.192.2 (128.198.192.2),12.33333333,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),8.333333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),12.33333333,core-910-ptr.frgp.net (192.43.217.170),13.66666667,206.51.46.20.any2ix.coresite.com (206.51.46.20),15.33333333,apple.com.sg (17.253.144.10),14.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glassdoor.com,32.52177286,59.33333333,6,192.168.165.35 (192.168.165.35),2,128.198.192.3 (128.198.192.3),14,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),9.333333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),10,206.53.175.20 (206.53.175.20),12,104.17.90.51 (104.17.90.51),12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook.com,34.27371669,82.66666667,8,192.168.165.35 (192.168.165.35),2.666666667,128.198.192.3 (128.198.192.3),9.333333333,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),8.666666667,uccs-link-at-frgp.uccs.edu (128.198.254.2),13.33333333,206.53.175.50 (206.53.175.50),14.66666667,po102.psw01.den4.tfbnw.net (157.240.46.155),10,173.252.67.3 (173.252.67.3),12,edge-star-mini-shv-01-den4.facebook.com (157.240.28.35),12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
youtube.com,40.34142303,100.6666667,9,192.168.165.35 (192.168.165.35),3,128.198.192.2 (128.198.192.2),9.666666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),10,uccs-link-at-frgp.uccs.edu (128.198.254.2),22.33333333,core-910-ptr.frgp.net (192.43.217.170),11.66666667,72.14.194.239 (72.14.194.239),12,108.170.254.65 (108.170.254.65),10,172.253.75.177 (172.253.75.177),10.66666667,den16s08-in-f14.1e100.net (142.250.72.46),11.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google.com,40.74683022,99,9,192.168.165.35 (192.168.165.35),2.666666667,128.198.192.2 (128.198.192.2),9,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),10,uccs-link-at-frgp.uccs.edu (128.198.254.2),12,core-910-ptr.frgp.net (192.43.217.170),11.33333333,72.14.194.239 (72.14.194.239),18.66666667,108.170.254.81 (108.170.254.81),12.66666667,142.251.51.155 (142.251.51.155),9.666666667,den16s09-in-f14.1e100.net (142.250.72.78),13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twitter.com,34.04856205,196,10,192.168.165.35 (192.168.165.35),11,128.198.192.3 (128.198.192.3),9.333333333,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),6.333333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),12.33333333,core-910-ptr.frgp.net (192.43.217.170),11.33333333,den-b1-link.ip.twelve99.net (62.115.63.78),17.66666667,sjo-b23-link.ip.twelve99.net (213.155.133.171),36,twitter-ic322868-sjo-b21.ip.twelve99-cust.net (62.115.49.193),38,104.244.42.129 (104.244.42.129),54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wordpress.com,20.11132216,94,7,192.168.165.35 (192.168.165.35),2.333333333,128.198.192.3 (128.198.192.3),16,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),9.666666667,uccs-link-at-frgp.uccs.edu (128.198.254.2),13,core-910-ptr.frgp.net (192.43.217.170),23,206.51.46.81.any2ix.coresite.com (206.51.46.81),15.33333333,192.0.78.9 (192.0.78.9),14.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gmail.com,40.62788033,128.3333333,9,192.168.165.35 (192.168.165.35),2.666666667,128.198.192.3 (128.198.192.3),13,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),8,uccs-link-at-frgp.uccs.edu (128.198.254.2),29.66666667,core-910-ptr.frgp.net (192.43.217.170),9.333333333,72.14.194.239 (72.14.194.239),12,108.170.252.209 (108.170.252.209),21.66666667,142.251.61.183 (142.251.61.183),19,den08s05-in-f5.1e100.net (142.250.69.229),13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tripadvisor.com,21.04731107,89.66666667,8,192.168.165.35 (192.168.165.35),3.333333333,128.198.192.2 (128.198.192.2),8.666666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),9.333333333,uccs-link-at-frgp.uccs.edu (128.198.254.2),11,core-910-ptr.frgp.net (192.43.217.170),11.33333333,206.51.46.55.any2ix.coresite.com (206.51.46.55),10.66666667,ae-66.core1.dna.edgecastcdn.net (152.199.97.129),23,192.229.162.112 (192.229.162.112),12.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yahoo.com,72.46371245,466.6666667,13,192.168.165.35 (192.168.165.35),2.333333333,128.198.192.3 (128.198.192.3),25.33333333,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),9,uccs-link-at-frgp.uccs.edu (128.198.254.2),16.66666667,206.53.175.18 (206.53.175.18),13.33333333,ae-3.pat1.che.yahoo.com (209.191.64.70),40.33333333,ae-0.pat1.bfy.yahoo.com (209.191.64.59),48.33333333,et-17-0-0.pat1.bfz.yahoo.com (209.191.64.167),56.33333333,et-0-0-0.msr1.bf1.yahoo.com (74.6.227.129),54.33333333,et-0-1-0.clr1-a-gdc.bf2.yahoo.com (74.6.122.21),58,lo0.fab1-1-gdc.bf2.yahoo.com (74.6.123.244),46.33333333,usw1-1-lbb.bf2.yahoo.com (74.6.98.138),47,media-router-fp73.prod.media.vip.bf1.yahoo.com (74.6.143.25),49.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple.com,15.44297123,71.33333333,7,192.168.165.35 (192.168.165.35),3,128.198.192.2 (128.198.192.2),8.666666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),8,uccs-link-at-frgp.uccs.edu (128.198.254.2),11.66666667,core-910-ptr.frgp.net (192.43.217.170),15.33333333,206.51.46.20.any2ix.coresite.com (206.51.46.20),13.33333333,apple.com.gy (17.253.144.10),11.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glassdoor.com,42.01372242,69.66666667,6,192.168.165.35 (192.168.165.35),2.333333333,128.198.192.3 (128.198.192.3),8.666666667,epcpa0-cohpa0-server-zone-floating.uccs.edu (128.198.253.174),10,uccs-bison-south-commodity-at-frgp.uccs.edu (128.198.254.2),15,206.53.175.20 (206.53.175.20),12.33333333,104.17.90.51 (104.17.90.51),21.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
