URL,Num Samples,Avg Time Taken,Avg Num Hops,
facebook.com,10,5.120615363121033,10.0,
youtube.com,10,6.847611308097839,9.7,
google.com,10,6.85147979259491,9.8,
twitter.com,10,7.865380167961121,11.0,
wordpress.com,10,7.7270691871643065,11.0,
gmail.com,10,7.0435306310653685,9.6,
tripadvisor.com,10,11.632597160339355,15.0,
yahoo.com,10,4.718203854560852,9.0,
apple.com,10,4.328620862960816,8.0,
glassdoor.com,10,9.074800395965577,10.0,
