URL,Num Samples,Avg Time Taken,Avg Num Hops,
facebook.com,200,33.56403492220004,8.22,
youtube.com,200,40.994977842549986,9.0,
google.com,200,40.98320460065001,9.0,
twitter.com,200,35.920887216099985,10.0,
wordpress.com,200,20.285412081649994,7.0,
gmail.com,200,40.83301432019999,9.0,
tripadvisor.com,200,26.05160886274999,9.895,
yahoo.com,200,47.790449012499955,11.585,
apple.com,200,15.703422021700007,7.0,
glassdoor.com,200,30.28731210575,6.22,
