facebook.com,172.20.10.1 (172.20.10.1),172.16.12.188 (172.16.12.188),12.83.179.194 (12.83.179.194),edge-star-mini-shv-02-dfw5.facebook.com (31.13.93.35),dlstx410me9.ip.att.net (12.123.18.173),172.26.96.169 (172.26.96.169)
youtube.com,172.20.10.1 (172.20.10.1),12.83.179.194 (12.83.179.194),12.123.18.237 (12.123.18.237),172.26.96.169 (172.26.96.169),dfw25s44-in-f14.1e100.net (142.251.33.14),172.16.12.164 (172.16.12.164)
google.com,172.20.10.1 (172.20.10.1),dfw25s43-in-f14.1e100.net (142.251.32.238),12.123.18.237 (12.123.18.237),12.83.179.194 (12.83.179.194),172.26.96.169 (172.26.96.169)
twitter.com,dls-b23-link.ip.twelve99.net (62.115.113.84),172.20.10.1 (172.20.10.1),172.16.12.188 (172.16.12.188),192.205.37.50 (192.205.37.50),gar25.dlstx.ip.att.net (12.122.85.233),172.26.96.169 (172.26.96.169),12.83.179.194 (12.83.179.194),twitter-ic322863-dls-b23.ip.twelve99-cust.net (62.115.49.75)
wordpress.com,172.20.10.1 (172.20.10.1),192.205.37.50 (192.205.37.50),gar25.dlstx.ip.att.net (12.122.85.233),automattic-ic307705-dls-bb1.ip.twelve99-cust.net (62.115.46.234),12.83.179.194 (12.83.179.194),172.26.96.169 (172.26.96.169),172.16.12.164 (172.16.12.164)
gmail.com,172.20.10.1 (172.20.10.1),dfw25s46-in-f5.1e100.net (142.251.35.197),12.83.179.194 (12.83.179.194),12.123.18.237 (12.123.18.237),172.26.96.169 (172.26.96.169)
tripadvisor.com,dls-b23-link.ip.twelve99.net (62.115.113.84),172.20.10.1 (172.20.10.1),192.205.37.50 (192.205.37.50),gar25.dlstx.ip.att.net (12.122.85.233),ae-66.core1.pab.edgecastcdn.net (152.195.109.131),12.83.179.194 (12.83.179.194),verizon-ic327928-prs-b3.ip.twelve99-cust.net (213.248.90.185),172.26.96.169 (172.26.96.169),192.229.182.112 (192.229.182.112)
yahoo.com,dls-b23-link.ip.twelve99.net (62.115.113.84),172.20.10.1 (172.20.10.1),172.16.12.188 (172.16.12.188),192.205.37.50 (192.205.37.50),gar25.dlstx.ip.att.net (12.122.85.233),12.83.179.194 (12.83.179.194),media-router-fp73.prod.media.vip.bf1.yahoo.com (74.6.143.25),172.26.96.169 (172.26.96.169)
apple.com,172.20.10.1 (172.20.10.1),12.83.179.194 (12.83.179.194),12.123.235.117 (12.123.235.117),12.127.194.14 (12.127.194.14),172.26.96.169 (172.26.96.169)
glassdoor.com,172.20.10.1 (172.20.10.1),12.83.179.194 (12.83.179.194),104.17.90.51 (104.17.90.51),12.123.18.229 (12.123.18.229),172.16.12.164 (172.16.12.164),172.26.96.169 (172.26.96.169),4.68.39.1 (4.68.39.1)
