Destination,First 4/72/152.X Address,First 4/72/152.X Latency,# Hops Up To 4/72/152.X,Latencies Up To 4/72/152.X, [ DIVIDER ] ,Hop 1 Address,Hop 1 Histogram Occurrences,Hop 1 Latency,Hop 2 Address,Hop 2 Histogram Occurrences,Hop 2 Latency,Hop 3 Address,Hop 3 Histogram Occurrences,Hop 3 Latency,Hop 4 Address,Hop 4 Histogram Occurrences,Hop 4 Latency,Hop 5 Address,Hop 5 Histogram Occurrences,Hop 5 Latency,Hop 6 Address,Hop 6 Histogram Occurrences,Hop 6 Latency,Hop 7 Address,Hop 7 Histogram Occurrences,Hop 7 Latency,Hop 8 Address,Hop 8 Histogram Occurrences,Hop 8 Latency,Hop 9 Address,Hop 9 Histogram Occurrences,Hop 9 Latency,Hop 10 Address,Hop 10 Histogram Occurrences,Hop 10 Latency,Hop 11 Address,Hop 11 Histogram Occurrences,Hop 11 Latency,Hop 12 Address,Hop 12 Histogram Occurrences,Hop 12 Latency,Hop 13 Address,Hop 13 Histogram Occurrences,Hop 13 Latency,Hop 14 Address,Hop 14 Histogram Occurrences,Hop 14 Latency,Hop 15 Address,Hop 15 Histogram Occurrences,Hop 15 Latency,Hop 16 Address,Hop 16 Histogram Occurrences,Hop 16 Latency,Hop 17 Address,Hop 17 Histogram Occurrences,Hop 17 Latency,Hop 18 Address,Hop 18 Histogram Occurrences,Hop 18 Latency,Hop 19 Address,Hop 19 Histogram Occurrences,Hop 19 Latency,Hop 20 Address,Hop 20 Histogram Occurrences,Hop 20 Latency,Hop 21 Address,Hop 21 Histogram Occurrences,Hop 21 Latency,Hop 22 Address,Hop 22 Histogram Occurrences,Hop 22 Latency,Hop 23 Address,Hop 23 Histogram Occurrences,Hop 23 Latency,Hop 24 Address,Hop 24 Histogram Occurrences,Hop 24 Latency,Hop 25 Address,Hop 25 Histogram Occurrences,Hop 25 Latency,Hop 26 Address,Hop 26 Histogram Occurrences,Hop 26 Latency,Hop 27 Address,Hop 27 Histogram Occurrences,Hop 27 Latency,Hop 28 Address,Hop 28 Histogram Occurrences,Hop 28 Latency,Hop 29 Address,Hop 29 Histogram Occurrences,Hop 29 Latency,Hop 30 Address,Hop 30 Histogram Occurrences,Hop 30 Latency,
facebook.com,ae-16.edge8.denver1.level3.net (4.68.37.49),15.502,4,20.009,|,100.64.0.1 (100.64.0.1),999,4.892333333333334,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,7.550666666666667,dvr3-edge-01.inet.qwest.net (205.171.210.5),971,7.566,ae-16.edge8.denver1.level3.net (4.68.37.49),671,15.502,,
youtube.com,72.14.219.162 (72.14.219.162),7.751,4,27.393666666666668,|,100.64.0.1 (100.64.0.1),999,4.337666666666666,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,13.71,dvr3-edge-01.inet.qwest.net (205.171.210.5),971,9.346000000000002,72.14.219.162 (72.14.219.162),268,7.751,,
google.com,72.14.213.218 (72.14.213.218),7.668333333333333,4,19.316000000000003,|,100.64.0.1 (100.64.0.1),999,4.014333333333333,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,7.264333333333333,dvr3-edge-01.inet.qwest.net (205.171.210.5),971,8.037333333333335,72.14.213.218 (72.14.213.218),268,7.668333333333333,,
twitter.com,ae-16.edge8.denver1.level3.net (4.68.37.49),7.972999999999999,4,18.773333333333333,|,100.64.0.1 (100.64.0.1),999,4.128,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,7.673666666666667,dvr3-edge-01.inet.qwest.net (205.171.210.5),971,6.971666666666667,ae-16.edge8.denver1.level3.net (4.68.37.49),671,7.972999999999999,,
wordpress.com,ae-16.edge8.denver1.level3.net (4.68.37.49),7.905,4,19.990333333333332,|,100.64.0.1 (100.64.0.1),999,4.012333333333333,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,8.446,dvr3-edge-01.inet.qwest.net (205.171.210.5),971,7.532,ae-16.edge8.denver1.level3.net (4.68.37.49),671,7.905,,
gmail.com,72.14.219.162 (72.14.219.162),7.618,4,33.995333333333335,|,100.64.0.1 (100.64.0.1),999,14.584000000000001,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,11.670666666666667,dvr3-edge-01.inet.qwest.net (205.171.210.5),971,7.740666666666667,72.14.219.162 (72.14.219.162),268,7.618,,
tripadvisor.com,ae-16.edge8.denver1.level3.net (4.68.37.49),8.891666666666666,4,24.108999999999998,|,100.64.0.1 (100.64.0.1),999,3.7159999999999997,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,12.609333333333334,dvr3-edge-01.inet.qwest.net (205.171.210.5),971,7.783666666666666,ae-16.edge8.denver1.level3.net (4.68.37.49),671,8.891666666666666,,
yahoo.com,ae-16.edge8.denver1.level3.net (4.68.37.49),12.597666666666667,4,20.157666666666668,|,100.64.0.1 (100.64.0.1),999,3.9749999999999996,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,5.43,dvr3-edge-01.inet.qwest.net (205.171.210.5),971,10.752666666666668,ae-16.edge8.denver1.level3.net (4.68.37.49),671,12.597666666666667,,
apple.com,ae-16.edge8.denver1.level3.net (4.68.37.49),7.3450000000000015,4,15.862999999999996,|,100.64.0.1 (100.64.0.1),999,4.063666666666666,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,4.222666666666666,dvr3-edge-01.inet.qwest.net (205.171.210.5),971,7.576666666666665,ae-16.edge8.denver1.level3.net (4.68.37.49),671,7.3450000000000015,,
glassdoor.com,ae-16.edge8.denver1.level3.net (4.68.37.49),8.166333333333334,4,18.961000000000002,|,100.64.0.1 (100.64.0.1),999,3.927666666666667,cls2-edge-05.inet.qwest.net (65.144.210.121),1000,7.472000000000001,dvr3-edge-01.inet.qwest.net (205.171.210.5),971,7.561333333333333,ae-16.edge8.denver1.level3.net (4.68.37.49),671,8.166333333333334,,
