Destination,First 172.26.96.X Address,First 172.26.96.X Latency,# Hops Up To 172.26.96.X,Latencies Up To 172.26.96.X, [ DIVIDER ] ,Hop 1 Address,Hop 1 Histogram Occurrences,Hop 1 Latency,Hop 2 Address,Hop 2 Histogram Occurrences,Hop 2 Latency,Hop 3 Address,Hop 3 Histogram Occurrences,Hop 3 Latency,Hop 4 Address,Hop 4 Histogram Occurrences,Hop 4 Latency,Hop 5 Address,Hop 5 Histogram Occurrences,Hop 5 Latency,Hop 6 Address,Hop 6 Histogram Occurrences,Hop 6 Latency,Hop 7 Address,Hop 7 Histogram Occurrences,Hop 7 Latency,Hop 8 Address,Hop 8 Histogram Occurrences,Hop 8 Latency,Hop 9 Address,Hop 9 Histogram Occurrences,Hop 9 Latency,Hop 10 Address,Hop 10 Histogram Occurrences,Hop 10 Latency,Hop 11 Address,Hop 11 Histogram Occurrences,Hop 11 Latency,Hop 12 Address,Hop 12 Histogram Occurrences,Hop 12 Latency,Hop 13 Address,Hop 13 Histogram Occurrences,Hop 13 Latency,Hop 14 Address,Hop 14 Histogram Occurrences,Hop 14 Latency,Hop 15 Address,Hop 15 Histogram Occurrences,Hop 15 Latency,Hop 16 Address,Hop 16 Histogram Occurrences,Hop 16 Latency,Hop 17 Address,Hop 17 Histogram Occurrences,Hop 17 Latency,Hop 18 Address,Hop 18 Histogram Occurrences,Hop 18 Latency,Hop 19 Address,Hop 19 Histogram Occurrences,Hop 19 Latency,Hop 20 Address,Hop 20 Histogram Occurrences,Hop 20 Latency,Hop 21 Address,Hop 21 Histogram Occurrences,Hop 21 Latency,Hop 22 Address,Hop 22 Histogram Occurrences,Hop 22 Latency,Hop 23 Address,Hop 23 Histogram Occurrences,Hop 23 Latency,Hop 24 Address,Hop 24 Histogram Occurrences,Hop 24 Latency,Hop 25 Address,Hop 25 Histogram Occurrences,Hop 25 Latency,Hop 26 Address,Hop 26 Histogram Occurrences,Hop 26 Latency,Hop 27 Address,Hop 27 Histogram Occurrences,Hop 27 Latency,Hop 28 Address,Hop 28 Histogram Occurrences,Hop 28 Latency,Hop 29 Address,Hop 29 Histogram Occurrences,Hop 29 Latency,Hop 30 Address,Hop 30 Histogram Occurrences,Hop 30 Latency,
facebook.com,172.26.96.169 (172.26.96.169),50.687333333333335,2,4.885666666666666,|,172.20.10.1 (172.20.10.1),1000,4.885666666666666,172.26.96.169 (172.26.96.169),1000,50.687333333333335,,
youtube.com,172.26.96.169 (172.26.96.169),57.608000000000004,2,4.793,|,172.20.10.1 (172.20.10.1),1000,4.793,172.26.96.169 (172.26.96.169),1000,57.608000000000004,,
google.com,172.26.96.169 (172.26.96.169),55.038000000000004,2,8.994666666666667,|,172.20.10.1 (172.20.10.1),1000,8.994666666666667,172.26.96.169 (172.26.96.169),1000,55.038000000000004,,
twitter.com,172.26.96.169 (172.26.96.169),51.59100000000001,2,5.980666666666667,|,172.20.10.1 (172.20.10.1),1000,5.980666666666667,172.26.96.169 (172.26.96.169),1000,51.59100000000001,,
wordpress.com,172.26.96.169 (172.26.96.169),51.172,2,9.488,|,172.20.10.1 (172.20.10.1),1000,9.488,172.26.96.169 (172.26.96.169),1000,51.172,,
gmail.com,172.26.96.169 (172.26.96.169),52.61600000000001,2,6.7876666666666665,|,172.20.10.1 (172.20.10.1),1000,6.7876666666666665,172.26.96.169 (172.26.96.169),1000,52.61600000000001,,
tripadvisor.com,172.26.96.169 (172.26.96.169),51.27866666666667,2,6.737333333333333,|,172.20.10.1 (172.20.10.1),1000,6.737333333333333,172.26.96.169 (172.26.96.169),1000,51.27866666666667,,
yahoo.com,172.26.96.169 (172.26.96.169),50.20466666666667,2,4.2843333333333335,|,172.20.10.1 (172.20.10.1),1000,4.2843333333333335,172.26.96.169 (172.26.96.169),1000,50.20466666666667,,
apple.com,172.26.96.169 (172.26.96.169),53.602,2,23.372,|,172.20.10.1 (172.20.10.1),1000,23.372,172.26.96.169 (172.26.96.169),1000,53.602,,
glassdoor.com,172.26.96.169 (172.26.96.169),50.22266666666667,2,5.219,|,172.20.10.1 (172.20.10.1),1000,5.219,172.26.96.169 (172.26.96.169),1000,50.22266666666667,,
facebook.com,172.26.96.169 (172.26.96.169),50.37200000000001,2,4.887,|,172.20.10.1 (172.20.10.1),1000,4.887,172.26.96.169 (172.26.96.169),1000,50.37200000000001,,
youtube.com,172.26.96.169 (172.26.96.169),51.71366666666666,2,8.570666666666668,|,172.20.10.1 (172.20.10.1),1000,8.570666666666668,172.26.96.169 (172.26.96.169),1000,51.71366666666666,,
google.com,172.26.96.169 (172.26.96.169),46.833333333333336,2,25.62466666666667,|,172.20.10.1 (172.20.10.1),1000,25.62466666666667,172.26.96.169 (172.26.96.169),1000,46.833333333333336,,
twitter.com,172.26.96.169 (172.26.96.169),49.471000000000004,2,5.857333333333334,|,172.20.10.1 (172.20.10.1),1000,5.857333333333334,172.26.96.169 (172.26.96.169),1000,49.471000000000004,,
wordpress.com,172.26.96.169 (172.26.96.169),55.03,2,4.6579999999999995,|,172.20.10.1 (172.20.10.1),1000,4.6579999999999995,172.26.96.169 (172.26.96.169),1000,55.03,,
gmail.com,172.26.96.169 (172.26.96.169),59.44766666666667,2,5.973999999999999,|,172.20.10.1 (172.20.10.1),1000,5.973999999999999,172.26.96.169 (172.26.96.169),1000,59.44766666666667,,
tripadvisor.com,172.26.96.169 (172.26.96.169),62.96966666666666,2,4.794,|,172.20.10.1 (172.20.10.1),1000,4.794,172.26.96.169 (172.26.96.169),1000,62.96966666666666,,
yahoo.com,172.26.96.169 (172.26.96.169),54.553,2,7.048333333333335,|,172.20.10.1 (172.20.10.1),1000,7.048333333333335,172.26.96.169 (172.26.96.169),1000,54.553,,
apple.com,172.26.96.169 (172.26.96.169),50.959333333333326,2,5.149,|,172.20.10.1 (172.20.10.1),1000,5.149,172.26.96.169 (172.26.96.169),1000,50.959333333333326,,
glassdoor.com,172.26.96.169 (172.26.96.169),55.37466666666666,2,4.4510000000000005,|,172.20.10.1 (172.20.10.1),1000,4.4510000000000005,172.26.96.169 (172.26.96.169),1000,55.37466666666666,,
facebook.com,172.26.96.169 (172.26.96.169),66.78666666666668,2,13.984666666666667,|,172.20.10.1 (172.20.10.1),1000,13.984666666666667,172.26.96.169 (172.26.96.169),1000,66.78666666666668,,
youtube.com,172.26.96.169 (172.26.96.169),52.37199999999999,2,4.230999999999999,|,172.20.10.1 (172.20.10.1),1000,4.230999999999999,172.26.96.169 (172.26.96.169),1000,52.37199999999999,,
